fotmob_id,team_id,name,dob,height_cm,preferred_foot,country,category,positions,transfermarkt_value
924519,8024,Jusuf Gazibegovic,2000-03-11T00:00:00.000Z,174.0,both,Bosnia and Herzegovina,RB,"RWB,CM",3500000.0
923191,10056,Youba Diarra,1998-03-24T00:00:00.000Z,178.0,right,Mali,CM,,300000.0
1167250,1583,Quincy Butler,2001-09-01T00:00:00.000Z,173.0,right,USA,RWB,RW,400000.0
1156490,8608,Isak Dahlqvist,2001-09-25T00:00:00.000Z,171.0,,Sweden,RM,"RWB,RW",1000000.0
1185210,10015,Moritz Oswald,2002-01-05T00:00:00.000Z,171.0,right,Austria,DM,RM,400000.0
979963,9977,Xavier Mbuyamba,2001-12-31T00:00:00.000Z,195.0,right,Netherlands,CB,,1500000.0
1515147,10012,Tim Trummer,2005-11-10T00:00:00.000Z,,right,Austria,RB,LB,0.0
1385267,10015,Furkan Demir,2004-11-29T00:00:00.000Z,170.0,right,Austria,RB,"LB,LM",800000.0
557807,9976,Lukas Grgic,1995-08-17T00:00:00.000Z,183.0,left,Austria,CM,DM,100000.0
951272,10011,Johannes Handl,1998-05-07T00:00:00.000Z,196.0,both,Austria,CB,,450000.0
687328,9776,Maximilian Entrup,1997-07-25T00:00:00.000Z,186.0,right,Austria,ST,,1800000.0
1160111,10011,Kelvin Boateng,2000-03-24T00:00:00.000Z,184.0,right,Ghana,ST,,600000.0
1513536,2030,Maximilian Fillafer,2004-12-26T00:00:00.000Z,188.0,,Austria,ST,RWB,75000.0
1351271,10056,Jed Drew,2003-08-29T00:00:00.000Z,176.0,right,Australia,ST,,400000.0
1388160,10015,Jakob Schöller,2005-12-09T00:00:00.000Z,190.0,right,Austria,CB,LB,2000000.0
1382325,10014,Gizo Mamageishvili,2003-01-15T00:00:00.000Z,180.0,right,Georgia,AM,LW,1200000.0
168872,10243,Valon Berisha,1993-02-07T00:00:00.000Z,181.0,right,Kosovo,DM,"CM,AM,LW",250000.0
1136083,2433,Thomas Schiestl,2002-08-31T00:00:00.000Z,183.0,,Austria,AM,LW,200000.0
1680584,10017,Jussef Nasrawe,2007-03-22T00:00:00.000Z,173.0,left,Iraq,AM,"DM,LWB",400000.0
750937,10015,Paul Gartler,1997-03-10T00:00:00.000Z,186.0,right,Austria,GK,,450000.0
1515630,10014,Axel Kayombo,2006-02-25T00:00:00.000Z,186.0,right,DR Congo,ST,LW,1500000.0
1789053,10017,Joris Boguo,2007-10-17T00:00:00.000Z,,,Austria,RM,,800000.0
1106919,10011,Noah Botic,2002-01-11T00:00:00.000Z,183.0,right,Australia,ST,,600000.0
1838767,10011,Vasilije Markovic,2008-05-12T00:00:00.000Z,182.0,right,Austria,DM,AM,250000.0
1282627,2433,David Riegler,2002-12-17T00:00:00.000Z,185.0,right,Austria,RB,"CB,RWB",300000.0
1339106,7789,Zétény Jánó,2005-03-13T00:00:00.000Z,,right,Austria,ST,AM,350000.0
1436850,8464,Clement Bischoff,2005-12-16T00:00:00.000Z,180.0,right,Denmark,LW,"LWB,LM",300000.0
1156913,10015,Andrija Radulovic,2002-07-03T00:00:00.000Z,175.0,left,Montenegro,RW,"RM,LW",400000.0
1231909,8521,Mamady Diambou,2002-11-11T00:00:00.000Z,176.0,right,Mali,DM,CM,50000.0
1024295,10012,Anderson,1998-01-03T00:00:00.000Z,184.0,right,Brazil,RWB,,300000.0
1254292,10156,Lukas Kacavenda,2003-03-02T00:00:00.000Z,,,Croatia,RW,CM,7000000.0
1695972,10008,Erkin Yalcin,2004-06-14T00:00:00.000Z,182.0,left,Austria,midfielder,,250000.0
1385185,10014,Belmin Beganovic,2004-09-09T00:00:00.000Z,183.0,left,Bosnia and Herzegovina,AM,,1000000.0
1457376,10056,Konstantin Schopp,2005-12-30T00:00:00.000Z,,right,Austria,CB,,600000.0
1698675,10014,Luca Weinhandl,2009-01-11T00:00:00.000Z,,right,Austria,DM,CM,5000000.0
1515489,8326,Yannick Vötter,2004-12-17T00:00:00.000Z,178.0,,Austria,DM,,300000.0
1083717,9810,Jessic Ngankam,2000-07-20T00:00:00.000Z,182.0,right,Germany,CB,,15000000.0
1276647,1583,David Jaunegg,2003-02-28T00:00:00.000Z,189.0,right,Austria,CB,,200000.0
952068,8201,Oliver Wähling,1999-09-06T00:00:00.000Z,185.0,both,Germany,midfielder,,150000.0
1188420,10013,Damir Redzic,2003-03-23T00:00:00.000Z,179.0,left,Hungary,RW,"RM,LW,ST",4000000.0
1133754,1921,Niklas Geyrhofer,2000-02-11T00:00:00.000Z,185.0,right,Austria,CB,,250000.0
1529384,8722,Emin Kujovic,2004-09-29T00:00:00.000Z,190.0,right,Bosnia and Herzegovina,DM,CM,17000000.0
619687,9977,Florian Flecker,1995-10-29T00:00:00.000Z,177.0,right,Austria,forward,,500000.0
1477958,10013,Anrie Chase,2004-03-24T00:00:00.000Z,187.0,right,Japan,CB,,2000000.0
488196,10108,Dominik Prokop,1997-06-02T00:00:00.000Z,171.0,right,Austria,CM,,300000.0
1053472,10015,Marco Tilio,2001-08-23T00:00:00.000Z,165.0,left,Australia,RW,AM,500000.0
245468,946908,Christopher Wernitznig,1990-02-24T00:00:00.000Z,179.0,both,Austria,LW,CM,175000.0
348511,1065382,Lukas Graf,1994-08-12T00:00:00.000Z,186.0,right,Austria,defender,,
1146400,10012,Yannick Oberleitner,2002-05-27T00:00:00.000Z,188.0,both,Germany,CB,,175000.0
1315910,10008,Rassa Rahmani,1999-12-14T00:00:00.000Z,,left,Sweden,LB,CB,250000.0
1338941,206560,Patrik Mijic,1998-11-04T00:00:00.000Z,186.0,right,Croatia,ST,,1500000.0
951243,1954,Lukas Gütlbauer,2000-12-06T00:00:00.000Z,191.0,right,Austria,GK,,500000.0
1174648,10170,Max Johnston,2003-12-26T00:00:00.000Z,185.0,right,Scotland,RB,"LB,RWB",3000000.0
360561,10015,Louis Schaub,1994-12-29T00:00:00.000Z,177.0,left,Austria,RM,LW,400000.0
1712335,10053,Emmanuel Michael,2006-06-16T00:00:00.000Z,,,Nigeria,LM,,0.0
1344678,10015,Martin Ndzie,2003-01-16T00:00:00.000Z,188.0,left,Cameroon,DM,CM,1000000.0
1276649,9982,Dominik Weixelbraun,2003-12-17T00:00:00.000Z,180.0,left,Austria,RW,LB,250000.0
769955,207242,Dominik Fitz,1999-06-16T00:00:00.000Z,175.0,right,Austria,CM,,1500000.0
1185211,9937,Mamadou Sangaré,2002-06-26T00:00:00.000Z,178.0,left,Mali,DM,"RM,CM,RW",30000000.0
1135609,9905,William Bøving,2003-03-01T00:00:00.000Z,180.0,both,Denmark,ST,LW,3500000.0
1132551,8475,Cheick Conde,2000-07-26T00:00:00.000Z,185.0,right,Guinea,DM,,900000.0
